metric,classifier,adjuster,dataset,column,value
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9135
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9467
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.847
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.969
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9614
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8942
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9497
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8591
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9649
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9569
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9237
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9478
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8502
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9698
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9615
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8994
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9522
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8636
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9687
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9644
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9108
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9533
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8659
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9596
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9658
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9094
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9511
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8612
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9673
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9614
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9156
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9522
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.862
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.967
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9658
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9036
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9532
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.866
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9661
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9656
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9081
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9467
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8454
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9644
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9628
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8886
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9522
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8632
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.967
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9658
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9055
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9521
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.863
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9671
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9642
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9104
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9477
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8489
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.97
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9631
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.894
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9497
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.855
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9661
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9628
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9031
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9488
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.851
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9626
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9658
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8882
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.95
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8568
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9699
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9628
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9038
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9522
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8621
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9696
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9629
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9115
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9479
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8503
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9699
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9629
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8937
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9488
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8522
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9663
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9629
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8987
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9522
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8643
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9659
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9628
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9151
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9501
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.858
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9645
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9615
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9096
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9521
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8621
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9684
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9643
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.909
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9544
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8703
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9672
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9642
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9196
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9565
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8767
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9694
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9643
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9294
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9442
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8375
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.97
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9629
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8782
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9526
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8663
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9742
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9644
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9147
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9477
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8508
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9664
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9615
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8994
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9467
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8467
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9727
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9643
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8855
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9533
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.867
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9738
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9659
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9105
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9555
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8715
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.965
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9672
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9143
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9477
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8511
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9684
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.966
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8857
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9466
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8446
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9676
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9643
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8838
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9499
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8573
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9711
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9614
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9103
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9562
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8766
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9685
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.964
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9285
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9456
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8427
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.966
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9618
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8885
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9523
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8632
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9743
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9658
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9057
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9546
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8712
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9749
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.963
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9253
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9499
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8567
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9731
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9629
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9044
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.952
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.862
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9618
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9657
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9034
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9498
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8558
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9689
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.967
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8896
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9558
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8732
ROC AUC,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9651
Sensitivity (TPR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.966
Specificity (TNR),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9192
Accuracy,HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.9533
MCC (Matthews Corr Coef),HistGradientBoosting,Unadjusted,Combined on gse62944,meta_er_status,0.8663
